"???? ??????,??? ???????????,""??????, ??."",?????,????? ????,??????,???????,????????,????????"
04/23/2040,MTLR ,44171,8302033175,309,330,103,213,323
04/24/2040,MTLR ,25044,3053331625,109,72,134,198,367
04/25/2040,MTLR ,18987,6289306794,87,190,151,384,77
04/26/2040,MTLR ,38217,7653947072,104,111,105,388,235
04/27/2040,MTLR ,80295,4510642964,267,153,65,285,66
04/28/2040,MTLR ,58509,9249707025,192,257,150,226,381
04/29/2040,MTLR ,53625,6395382896,215,235,151,370,201
04/30/2040,MTLR ,74559,9959543555,199,205,183,285,333
05/01/2040,MTLR ,84241,1971976948,342,154,129,383,314
05/02/2040,MTLR ,51674,4961132795,172,95,108,368,95
05/03/2040,MTLR ,24287,5008691741,272,344,70,370,204
05/04/2040,MTLR ,60461,3922901343,326,274,179,363,397
05/05/2040,MTLR ,54034,5771817298,315,153,76,287,134
05/06/2040,MTLR ,38181,1956653561,172,345,171,249,261
05/07/2040,MTLR ,67051,5805514916,134,327,158,235,189
05/08/2040,MTLR ,13022,3888674087,199,147,81,347,66
05/09/2040,MTLR ,65451,2247376438,121,269,131,318,270
05/10/2040,MTLR ,17038,7731073869,220,318,82,391,75
05/11/2040,MTLR ,45030,2874318005,77,213,157,214,396
05/12/2040,MTLR ,82318,8745350923,146,310,70,330,116
05/13/2040,MTLR ,12348,4089486411,234,76,89,362,269
05/14/2040,MTLR ,98118,3506372039,228,334,84,382,81
05/15/2040,MTLR ,16500,5895154712,258,289,110,384,328
05/16/2040,MTLR ,93904,9958376306,332,283,99,335,291
05/17/2040,MTLR ,96265,4349662383,264,128,97,287,191
05/18/2040,MTLR ,52642,7025708718,290,150,112,246,69
05/19/2040,MTLR ,18237,8312847794,257,275,137,235,361
05/20/2040,MTLR ,81534,4515754019,306,154,148,350,373
05/21/2040,MTLR ,82899,4343282612,221,72,166,355,400
05/22/2040,MTLR ,53963,5664346444,262,195,112,207,330
05/23/2040,MTLR ,34832,6963883327,245,311,166,269,398
05/24/2040,MTLR ,12046,4657852412,293,235,93,345,358
05/25/2040,MTLR ,77198,8156724595,319,195,126,362,124
05/26/2040,MTLR ,58407,3299872508,297,309,82,324,136
05/27/2040,MTLR ,12970,3245292471,244,135,133,342,207
05/28/2040,MTLR ,20893,3643257630,305,129,134,315,147
05/29/2040,MTLR ,44289,8782930049,322,88,183,301,70
05/30/2040,MTLR ,66020,1673017967,121,257,149,319,226
05/31/2040,MTLR ,93913,1431079164,167,72,116,250,209
06/01/2040,MTLR ,53577,2435845103,263,287,80,325,198
06/02/2040,MTLR ,26732,4239873575,190,236,85,361,400
06/03/2040,MTLR ,81430,2742315877,278,144,104,374,86
06/04/2040,MTLR ,26702,3659367622,74,253,144,269,97
06/05/2040,MTLR ,49564,2225062338,127,252,128,195,292
06/06/2040,MTLR ,82636,8725503553,176,106,119,240,193
06/07/2040,MTLR ,32050,5825574040,271,330,113,194,104
06/08/2040,MTLR ,73552,8403046941,280,79,108,216,299
06/09/2040,MTLR ,38792,5836513888,163,223,60,366,205
06/10/2040,MTLR ,85843,7116486642,183,125,89,298,342
06/11/2040,MTLR ,36507,2639801327,250,172,153,261,371
06/12/2040,MTLR ,91277,4299700224,121,71,105,279,246
06/13/2040,MTLR ,28310,2782142334,142,137,107,261,279
06/14/2040,MTLR ,13264,8802696009,96,168,173,358,318
06/15/2040,MTLR ,30643,4557272615,201,74,180,251,192
06/16/2040,MTLR ,95843,7236309691,190,73,144,283,245
06/17/2040,MTLR ,57198,9439849135,345,341,142,214,289
06/18/2040,MTLR ,42159,5333592711,327,89,134,389,198
06/19/2040,MTLR ,33944,1153805949,73,202,89,274,63
06/20/2040,MTLR ,31786,9063326340,102,183,176,365,376
06/21/2040,MTLR ,42683,8127892063,252,304,147,378,89
06/22/2040,MTLR ,76053,9426815114,306,91,184,274,166
06/23/2040,MTLR ,35857,5131211372,72,252,152,215,185
06/24/2040,MTLR ,85400,4045918326,79,344,108,202,144
06/25/2040,MTLR ,15233,4876860429,80,341,160,374,87
06/26/2040,MTLR ,52963,9973898382,222,217,79,278,357
06/27/2040,MTLR ,95150,3530485512,173,210,161,207,95
06/28/2040,MTLR ,74624,8091988988,186,335,177,352,257
06/29/2040,MTLR ,64517,5252984645,129,301,111,246,101
06/30/2040,MTLR ,99894,5805594590,294,178,98,340,122
07/01/2040,MTLR ,35676,3607751472,191,191,65,391,112
07/02/2040,MTLR ,88653,1869243390,329,81,180,312,236
07/03/2040,MTLR ,62340,3953712869,92,310,84,241,265
07/04/2040,MTLR ,40543,5065505204,70,237,88,309,339
07/05/2040,MTLR ,39220,5129343416,202,206,173,336,333
07/06/2040,MTLR ,98972,3531258828,209,241,62,383,394
07/07/2040,MTLR ,22557,9582011382,217,141,159,389,68
07/08/2040,MTLR ,96921,9786331539,109,226,71,333,323
07/09/2040,MTLR ,38140,9485703236,164,284,177,311,351
07/10/2040,MTLR ,81158,7643200534,320,139,173,370,327
07/11/2040,MTLR ,34492,1122312602,329,200,103,343,215
07/12/2040,MTLR ,55752,5730645185,208,223,118,393,376
07/13/2040,MTLR ,31547,1429781630,226,112,150,380,291
07/14/2040,MTLR ,89624,7843299589,250,221,126,276,215
07/15/2040,MTLR ,33288,9986437165,314,258,92,386,367
07/16/2040,MTLR ,71531,7421935722,197,339,184,323,180
07/17/2040,MTLR ,91524,2105100316,162,107,94,280,198
07/18/2040,MTLR ,58475,8967595089,168,88,185,293,176
07/19/2040,MTLR ,50984,5443139391,241,135,183,366,129
07/20/2040,MTLR ,69592,2593095211,194,171,172,376,306
07/21/2040,MTLR ,59714,2226541896,202,270,90,294,165
07/22/2040,MTLR ,23530,9654627041,332,295,122,204,149
07/23/2040,MTLR ,66167,2330340483,309,80,78,254,311
07/24/2040,MTLR ,55172,8308522992,257,188,176,315,270
07/25/2040,MTLR ,33653,5979295753,206,151,118,364,287
07/26/2040,MTLR ,28499,1063005336,207,231,130,380,355
07/27/2040,MTLR ,78384,9325792942,263,166,161,305,325
07/28/2040,MTLR ,11270,9117366009,227,86,181,200,106
07/29/2040,MTLR ,73687,1650152296,316,286,116,363,202
07/30/2040,MTLR ,65483,7727789079,141,262,149,226,243
07/31/2040,MTLR ,96652,6647348402,75,136,68,283,261
08/01/2040,MTLR ,72164,5667394737,76,163,179,232,273
08/02/2040,MTLR ,28575,8645666678,304,196,126,274,243
08/03/2040,MTLR ,27350,3184202346,205,270,89,193,276
08/04/2040,MTLR ,16326,5798169196,214,190,108,389,378
08/05/2040,MTLR ,42495,9344973992,326,141,64,363,300
08/06/2040,MTLR ,79703,1341829496,109,144,146,246,277
08/07/2040,MTLR ,56690,8958155648,170,197,91,252,319
08/08/2040,MTLR ,32556,4885547526,318,322,88,341,161
08/09/2040,MTLR ,88896,5081669298,255,282,60,384,293
08/10/2040,MTLR ,30728,6287796096,289,104,155,343,198
08/11/2040,MTLR ,97330,5114796984,240,301,99,285,378
08/12/2040,MTLR ,97745,6105731838,348,154,171,359,376
08/13/2040,MTLR ,81421,1497386001,301,240,112,221,187
08/14/2040,MTLR ,71173,3182090566,288,230,155,277,104
08/15/2040,MTLR ,82447,3650351495,100,97,106,397,235
08/16/2040,MTLR ,18374,3642966388,143,182,182,212,289
08/17/2040,MTLR ,60881,6434429782,297,88,123,358,352
08/18/2040,MTLR ,39542,3527783736,193,237,167,294,325
08/19/2040,MTLR ,21613,3069468638,291,108,131,207,268
08/20/2040,MTLR ,43969,5150492820,145,218,122,324,306
08/21/2040,MTLR ,51632,5126131812,266,178,63,374,119
08/22/2040,MTLR ,47074,3426090761,89,97,185,398,300
08/23/2040,MTLR ,54450,8098662067,102,316,121,297,319
08/24/2040,MTLR ,59775,6151246883,329,215,110,251,388
08/25/2040,MTLR ,74578,1927360209,223,252,67,381,154
08/26/2040,MTLR ,44153,8514926989,189,71,125,215,341
08/27/2040,MTLR ,29179,8189546741,82,172,80,223,189
08/28/2040,MTLR ,66478,7982259067,74,104,106,265,99
08/29/2040,MTLR ,47817,2006366092,231,302,98,306,380
08/30/2040,MTLR ,21697,3146462122,221,185,124,249,248
08/31/2040,MTLR ,89701,3648196749,313,264,87,229,218
09/01/2040,MTLR ,62057,9754948885,248,261,87,218,99
09/02/2040,MTLR ,82913,3256896163,300,124,148,338,305
09/03/2040,MTLR ,90671,4831339791,200,173,130,197,207
09/04/2040,MTLR ,86945,1487375541,129,121,83,313,301
09/05/2040,MTLR ,43997,7296159174,178,166,61,318,224
09/06/2040,MTLR ,25210,9144244973,90,108,172,334,377
09/07/2040,MTLR ,77603,1038042413,230,99,90,229,150
09/08/2040,MTLR ,17071,8821124501,278,349,182,388,320
09/09/2040,MTLR ,54577,3802763747,265,227,124,199,176
09/10/2040,MTLR ,92117,5073293250,319,78,104,398,151
09/11/2040,MTLR ,47846,5602476445,270,234,113,362,114
09/12/2040,MTLR ,94790,8649545998,149,311,180,337,371
09/13/2040,MTLR ,12364,9419864695,106,250,134,246,347
09/14/2040,MTLR ,84730,3608689201,333,232,71,221,392
09/15/2040,MTLR ,11240,4889385817,306,82,132,298,229
09/16/2040,MTLR ,99575,1948930446,206,221,123,377,233
09/17/2040,MTLR ,88955,4808575398,221,97,102,313,296
09/18/2040,MTLR ,79119,2464101609,343,229,86,392,302
09/19/2040,MTLR ,57249,3533643480,137,289,170,341,208
09/20/2040,MTLR ,73084,6208090957,231,160,86,296,232
09/21/2040,MTLR ,63596,7203597748,321,80,87,309,368
09/22/2040,MTLR ,87777,3906234891,79,294,79,323,93
09/23/2040,MTLR ,53532,2644814816,299,319,70,348,123
09/24/2040,MTLR ,42546,1152417155,119,254,107,339,158
09/25/2040,MTLR ,76013,4978468759,234,240,110,270,86
09/26/2040,MTLR ,76575,6464956816,207,242,95,304,214
09/27/2040,MTLR ,89267,5779930110,334,254,130,331,386
09/28/2040,MTLR ,45368,7002133342,260,291,182,231,190
09/29/2040,MTLR ,26632,5712107444,324,231,108,255,120
09/30/2040,MTLR ,96096,4465856128,270,318,134,268,216
10/01/2040,MTLR ,45196,2645026949,260,200,177,272,385
10/02/2040,MTLR ,73554,1507466526,75,101,164,229,354
10/03/2040,MTLR ,41871,4433325305,277,148,117,274,226
10/04/2040,MTLR ,31448,9863840977,240,308,174,191,302
10/05/2040,MTLR ,76491,7035155831,150,91,178,385,272
10/06/2040,MTLR ,14959,1502926572,79,185,90,346,63
10/07/2040,MTLR ,65830,8176297015,166,288,124,386,177
10/08/2040,MTLR ,99925,8575648435,191,195,177,282,182
10/09/2040,MTLR ,64593,4306911633,327,223,135,353,390
10/10/2040,MTLR ,71690,2578878052,133,311,99,260,182
10/11/2040,MTLR ,86587,1425882270,144,169,122,346,236
10/12/2040,MTLR ,75105,9735947616,245,321,137,335,400
10/13/2040,MTLR ,77056,3443936986,285,328,99,392,214
10/14/2040,MTLR ,55016,1979861247,157,91,107,399,301
10/15/2040,MTLR ,90627,2877846010,343,189,101,316,140
10/16/2040,MTLR ,84066,1771708366,349,108,140,256,175
10/17/2040,MTLR ,47873,1280267213,250,290,91,287,272
10/18/2040,MTLR ,15285,4134232117,252,74,136,222,171
10/19/2040,MTLR ,34051,7009523726,150,253,69,241,159
10/20/2040,MTLR ,63010,2772017087,325,323,178,204,314
10/21/2040,MTLR ,44528,2308312203,82,217,67,209,189
10/22/2040,MTLR ,32083,2884682842,341,163,146,347,198
10/23/2040,MTLR ,51754,5144824965,215,84,83,327,165
10/24/2040,MTLR ,99387,4978153772,273,90,183,389,154
10/25/2040,MTLR ,26676,1796411442,265,268,152,241,258
10/26/2040,MTLR ,29076,9948275900,280,187,127,337,298
10/27/2040,MTLR ,16917,5846596476,189,299,162,274,146
10/28/2040,MTLR ,35394,6575042351,290,147,82,233,311
10/29/2040,MTLR ,69208,2322375795,95,285,79,278,149
10/30/2040,MTLR ,81445,8027453739,329,281,81,190,178
10/31/2040,MTLR ,17681,2455203463,106,350,138,375,165
11/01/2040,MTLR ,39537,7977303650,115,345,137,318,149
11/02/2040,MTLR ,65853,4222114957,298,328,113,311,311
11/03/2040,MTLR ,53454,4798443326,108,96,142,229,80
11/04/2040,MTLR ,68165,9488581569,257,262,86,263,198
11/05/2040,MTLR ,31244,3833108033,316,280,142,199,84
11/06/2040,MTLR ,47930,1501172386,116,217,97,299,332
11/07/2040,MTLR ,12091,2666076201,172,228,138,199,96
11/08/2040,MTLR ,43092,5588527897,196,222,147,220,276
11/09/2040,MTLR ,84760,9241172830,249,344,60,363,264
11/10/2040,MTLR ,61740,3170882791,94,261,138,344,271
11/11/2040,MTLR ,49737,1448715339,179,322,98,198,194
11/12/2040,MTLR ,73784,4897617046,259,137,133,317,200
11/13/2040,MTLR ,95860,9512138171,200,288,184,293,333
11/14/2040,MTLR ,20520,1120350350,111,179,72,297,295
11/15/2040,MTLR ,34169,3668902181,189,297,74,237,112
11/16/2040,MTLR ,67673,4459028827,211,151,65,254,218
11/17/2040,MTLR ,48655,6567310566,202,286,119,343,226
11/18/2040,MTLR ,86350,4606002818,333,223,76,329,139
11/19/2040,MTLR ,12267,3148413228,326,302,185,386,270
11/20/2040,MTLR ,11971,1359679690,271,253,144,338,302
11/21/2040,MTLR ,90256,1668682014,288,229,129,312,101
11/22/2040,MTLR ,82376,5349139466,266,286,77,270,88
11/23/2040,MTLR ,91808,1449156445,159,322,154,265,343
11/24/2040,MTLR ,19913,7590790455,242,285,111,284,97
11/25/2040,MTLR ,69711,1556461624,72,298,107,328,305
11/26/2040,MTLR ,85781,2333886649,282,213,92,302,281
11/27/2040,MTLR ,84867,2604068227,166,250,91,380,245
11/28/2040,MTLR ,84082,9744412241,220,305,64,370,66
11/29/2040,MTLR ,61953,9587840943,342,140,153,320,206
11/30/2040,MTLR ,56482,5076279797,176,329,73,332,177
12/01/2040,MTLR ,84181,4569531376,300,271,118,286,260
12/02/2040,MTLR ,38222,7985899292,211,225,183,344,387
12/03/2040,MTLR ,91507,5665733839,111,257,174,329,129
12/04/2040,MTLR ,95736,6669743485,335,298,107,197,62
12/05/2040,MTLR ,68603,7772803318,83,330,160,291,85
12/06/2040,MTLR ,22668,2988619182,144,255,77,386,93
12/07/2040,MTLR ,53724,4567885583,253,244,104,374,357
12/08/2040,MTLR ,77258,7657471242,82,303,89,193,314
12/09/2040,MTLR ,19181,4701304282,291,210,110,383,321
12/10/2040,MTLR ,76206,7305184099,293,167,128,226,183
12/11/2040,MTLR ,15793,2085894378,260,334,80,360,276
12/12/2040,MTLR ,54742,8546715781,348,175,181,283,306
12/13/2040,MTLR ,70673,8723637680,323,308,80,249,105
12/14/2040,MTLR ,88893,9386947055,278,205,147,228,359
12/15/2040,MTLR ,38341,7741145977,84,302,138,196,377
12/16/2040,MTLR ,67633,4659215673,90,343,149,387,134
12/17/2040,MTLR ,61099,2661061379,171,301,176,301,305
12/18/2040,MTLR ,21898,4045723022,197,119,93,386,65
12/19/2040,MTLR ,52532,1209253363,296,135,69,265,383
12/20/2040,MTLR ,28115,8572721693,87,107,84,254,298
12/21/2040,MTLR ,10719,6411641032,130,331,168,366,96
12/22/2040,MTLR ,19276,6993684551,305,160,136,336,152
12/23/2040,MTLR ,98317,5928831548,147,108,123,253,105
12/24/2040,MTLR ,79530,6798598015,281,189,117,333,383
12/25/2040,MTLR ,29182,9570389483,286,70,125,196,273
12/26/2040,MTLR ,66457,6547526496,150,220,150,301,105
12/27/2040,MTLR ,65037,2302765559,218,330,127,254,260
12/28/2040,MTLR ,52626,3742614974,207,282,176,204,380
12/29/2040,MTLR ,73763,7117422545,77,98,183,337,312
12/30/2040,MTLR ,49257,6348449796,276,334,170,367,320
12/31/2040,MTLR ,38122,7158993676,249,252,91,201,229
01/01/2041,MTLR ,42712,6187280032,189,144,138,333,136
01/02/2041,MTLR ,21725,8212554166,161,123,139,343,162
01/03/2041,MTLR ,44491,2091167782,216,129,163,355,343
01/04/2041,MTLR ,81604,9123502214,147,103,172,280,162
01/05/2041,MTLR ,76697,7297847419,283,122,174,389,308
01/06/2041,MTLR ,93383,3875806630,216,116,97,314,278
01/07/2041,MTLR ,29613,1233214286,152,221,161,248,69
01/08/2041,MTLR ,30503,1950797028,327,148,73,300,313
01/09/2041,MTLR ,47808,7700581022,264,335,163,331,280
01/10/2041,MTLR ,65843,4876347193,219,153,178,351,73
01/11/2041,MTLR ,73266,2688257145,271,80,112,314,322
01/12/2041,MTLR ,93147,7741305774,239,311,155,261,109
01/13/2041,MTLR ,24151,8563476063,115,228,145,273,60
01/14/2041,MTLR ,63792,6254348330,110,207,81,216,149
01/15/2041,MTLR ,20866,8896627024,275,164,64,259,135
01/16/2041,MTLR ,11630,2450075924,171,137,83,317,349
01/17/2041,MTLR ,77385,3771816313,173,120,178,225,203
01/18/2041,MTLR ,72246,9499526516,289,307,72,211,284
01/19/2041,MTLR ,71403,4886209188,219,115,91,319,158
01/20/2041,MTLR ,53661,4902938582,219,189,105,251,369
01/21/2041,MTLR ,21587,3384802875,277,318,72,277,373
01/22/2041,MTLR ,75495,8250070594,256,289,140,212,90
01/23/2041,MTLR ,58050,2688635289,164,168,90,192,175
01/24/2041,MTLR ,65557,2853597741,121,174,84,275,164
01/25/2041,MTLR ,54104,6065520903,88,142,146,331,346
01/26/2041,MTLR ,40479,3719887280,203,153,81,342,230
01/27/2041,MTLR ,50588,8958928489,238,131,60,256,299
01/28/2041,MTLR ,50371,1053654558,284,289,102,276,156
01/29/2041,MTLR ,91881,3650177177,223,242,148,230,395
01/30/2041,MTLR ,46345,3011103710,84,152,74,215,101
01/31/2041,MTLR ,92969,8108346082,80,138,75,337,383
02/01/2041,MTLR ,78689,9752040169,177,271,174,379,280
02/02/2041,MTLR ,24403,4290750615,249,72,165,325,203
02/03/2041,MTLR ,48326,8437933435,144,314,124,298,202
02/04/2041,MTLR ,63540,6957001563,240,243,125,200,376
02/05/2041,MTLR ,29641,7117930937,225,220,67,397,203
02/06/2041,MTLR ,36616,4323183453,267,101,109,289,189
02/07/2041,MTLR ,54959,7832494617,238,169,123,344,236
02/08/2041,MTLR ,64004,5450983029,173,276,124,324,215
02/09/2041,MTLR ,70236,2107594332,121,275,124,302,241
02/10/2041,MTLR ,63734,8644067324,239,103,140,289,314
02/11/2041,MTLR ,19795,8755084031,128,336,150,349,190
02/12/2041,MTLR ,32563,8037199577,267,164,91,268,98
02/13/2041,MTLR ,87548,2888290079,274,212,83,237,196
02/14/2041,MTLR ,75160,7877589093,235,278,144,335,355
02/15/2041,MTLR ,80393,9000873022,335,185,94,389,101
02/16/2041,MTLR ,12015,9046354772,287,85,84,389,221
02/17/2041,MTLR ,49240,3212161543,209,124,65,387,320
02/18/2041,MTLR ,78159,8042329271,152,208,147,192,274
02/19/2041,MTLR ,81748,9050409694,304,112,167,290,298
02/20/2041,MTLR ,26418,6143635016,80,234,178,245,113
02/21/2041,MTLR ,60812,7711074592,222,164,88,228,227
02/22/2041,MTLR ,82017,3189880321,281,286,103,350,326
02/23/2041,MTLR ,14033,1279058324,195,137,121,330,188
02/24/2041,MTLR ,80240,4956000700,219,267,73,281,345
02/25/2041,MTLR ,11836,2150664251,153,101,107,391,304
02/26/2041,MTLR ,28486,9968755545,264,208,129,217,135
02/27/2041,MTLR ,31662,7955546626,139,328,106,286,310
02/28/2041,MTLR ,41090,8748686538,122,310,130,235,159
03/01/2041,MTLR ,89417,5378046053,94,228,109,272,247
03/02/2041,MTLR ,64003,3559833006,142,288,145,224,219
03/03/2041,MTLR ,38579,4918515097,186,182,117,243,288
03/04/2041,MTLR ,44123,1637710559,315,152,154,269,341
03/05/2041,MTLR ,57045,4737955441,131,341,76,197,163
03/06/2041,MTLR ,36061,8801286182,82,173,122,233,66
03/07/2041,MTLR ,37700,9882544888,169,102,148,393,167
03/08/2041,MTLR ,34190,9490926612,94,164,123,336,179
03/09/2041,MTLR ,86920,2031845871,100,117,164,295,350
03/10/2041,MTLR ,20971,3082047397,215,320,67,366,253
03/11/2041,MTLR ,37061,8760941232,237,255,106,255,72
03/12/2041,MTLR ,78332,1414078909,311,263,99,272,152
03/13/2041,MTLR ,35521,3560203300,208,204,124,284,193
03/14/2041,MTLR ,78765,9454852738,112,108,118,219,277
03/15/2041,MTLR ,88446,4655483001,119,325,95,357,72
03/16/2041,MTLR ,85353,8633787384,270,225,140,233,131
03/17/2041,MTLR ,92252,4038969167,336,210,110,348,350
03/18/2041,MTLR ,51954,3115404213,290,148,103,293,266
03/19/2041,MTLR ,36680,3560154912,97,223,182,306,115
03/20/2041,MTLR ,57944,2765199052,115,335,116,394,331
03/21/2041,MTLR ,50372,2895367896,218,228,120,269,376
03/22/2041,MTLR ,89323,6538745313,270,197,182,335,312
03/23/2041,MTLR ,60843,4895838164,349,332,157,308,329
03/24/2041,MTLR ,26450,9639663723,143,346,74,348,118
03/25/2041,MTLR ,43366,6468249541,227,210,74,327,398
03/26/2041,MTLR ,88313,9862922306,126,304,68,360,318
03/27/2041,MTLR ,70794,7708339413,347,134,77,324,356
03/28/2041,MTLR ,90236,4147881760,311,326,143,218,267
03/29/2041,MTLR ,24592,4892844576,189,191,172,382,350
03/30/2041,MTLR ,33964,9772869620,143,155,91,222,347
03/31/2041,MTLR ,30860,7918240167,90,330,130,260,280
04/01/2041,MTLR ,21954,6263494148,268,95,103,283,231
04/02/2041,MTLR ,33063,8302306513,149,262,163,325,294
04/03/2041,MTLR ,73736,4429452879,287,312,104,398,383
04/04/2041,MTLR ,86101,8417784421,246,200,107,238,317
04/05/2041,MTLR ,54320,4758277116,290,84,144,252,351
04/06/2041,MTLR ,56073,1693049607,180,294,113,209,212
04/07/2041,MTLR ,76884,9804237881,82,271,62,264,111
04/08/2041,MTLR ,41136,1589536309,148,337,139,219,307
04/09/2041,MTLR ,35721,2382468588,93,108,118,399,276
04/10/2041,MTLR ,20763,1426132035,166,315,181,197,265
04/11/2041,MTLR ,48047,4714777882,261,268,92,343,151
04/12/2041,MTLR ,20196,3028553589,344,272,99,354,82
04/13/2041,MTLR ,67626,6774202597,201,245,160,371,270
04/14/2041,MTLR ,60235,3274989688,346,149,63,243,298
04/15/2041,MTLR ,11715,5275203141,292,88,91,283,214
04/16/2041,MTLR ,53173,6155907360,71,204,66,370,393
04/17/2041,MTLR ,31350,1877571074,206,304,61,198,162
04/18/2041,MTLR ,63621,1164172052,113,319,138,292,188
04/19/2041,MTLR ,67052,7389915896,219,285,181,204,370
04/20/2041,MTLR ,54622,7572112918,239,264,95,351,123
04/21/2041,MTLR ,96858,7416030609,156,91,126,233,316
04/22/2041,MTLR ,58860,7190001677,262,120,156,321,145
04/23/2041,MTLR ,87670,4436128753,291,80,82,313,117
04/24/2041,MTLR ,88950,9331931025,335,116,124,305,342
04/25/2041,MTLR ,41122,9720525511,247,195,165,346,238
04/26/2041,MTLR ,53393,2789683692,230,114,126,217,262
04/27/2041,MTLR ,33193,5032150575,157,216,146,361,300
04/28/2041,MTLR ,24304,9622262782,299,321,90,343,125
04/29/2041,MTLR ,54634,5861147814,231,310,92,384,117
04/30/2041,MTLR ,83126,5411673906,323,314,73,281,133
05/01/2041,MTLR ,34549,8658968026,266,79,122,239,139
05/02/2041,MTLR ,23572,1830518599,116,125,162,211,83
05/03/2041,MTLR ,91785,7441971869,317,272,158,282,80
05/04/2041,MTLR ,58661,2235283288,205,313,161,244,305
05/05/2041,MTLR ,95825,1265731148,251,183,74,346,61
05/06/2041,MTLR ,78803,8497207620,323,149,75,233,359
05/07/2041,MTLR ,33800,2969070719,233,78,132,312,374
05/08/2041,MTLR ,41602,9276140925,150,172,184,307,256
05/09/2041,MTLR ,18235,3368037426,263,212,99,392,161
05/10/2041,MTLR ,14067,2031655348,337,304,111,385,331
05/11/2041,MTLR ,43252,4847133576,342,182,114,228,341
05/12/2041,MTLR ,32788,9806291904,270,167,90,266,173
05/13/2041,MTLR ,52712,3922857613,173,235,145,211,248
05/14/2041,MTLR ,37090,6521023163,318,193,85,266,337
05/15/2041,MTLR ,41629,2937287753,227,298,172,209,350
05/16/2041,MTLR ,99333,2910986670,256,114,88,226,267
05/17/2041,MTLR ,34885,3406173649,246,172,136,344,68
05/18/2041,MTLR ,95556,6388468501,134,117,182,383,209
05/19/2041,MTLR ,35801,3323908061,242,242,111,294,299
05/20/2041,MTLR ,94453,2682849607,309,227,171,277,268
05/21/2041,MTLR ,37620,2357088055,230,340,69,305,165
05/22/2041,MTLR ,82210,6784317713,116,182,149,232,268
05/23/2041,MTLR ,13303,3581195016,192,158,82,256,361
05/24/2041,MTLR ,97619,6791086312,101,235,76,398,142
05/25/2041,MTLR ,46084,8757264388,304,168,65,280,367
05/26/2041,MTLR ,99514,4150321296,219,111,156,205,374
05/27/2041,MTLR ,92508,8410827682,266,273,129,296,354
05/28/2041,MTLR ,76678,9030989531,78,106,126,321,128
05/29/2041,MTLR ,22025,9449037324,207,210,112,253,381
05/30/2041,MTLR ,86676,7136028017,210,181,132,293,392
05/31/2041,MTLR ,19925,9171685623,276,305,60,238,227
06/01/2041,MTLR ,45882,6553987929,228,189,158,302,219
06/02/2041,MTLR ,37186,9374647400,191,76,168,368,366
06/03/2041,MTLR ,37327,1779743341,100,183,81,351,203
06/04/2041,MTLR ,22975,8451286488,286,292,159,194,370
06/05/2041,MTLR ,14923,9204504973,110,137,105,281,363
06/06/2041,MTLR ,71959,2426907198,141,214,92,196,332
06/07/2041,MTLR ,95798,8107158046,177,188,136,319,242
06/08/2041,MTLR ,22859,9170529534,119,264,143,371,331
06/09/2041,MTLR ,77918,5420681159,197,221,86,362,117
06/10/2041,MTLR ,47920,4361243818,159,177,63,235,146
06/11/2041,MTLR ,49855,1585612421,264,153,64,325,328
06/12/2041,MTLR ,86057,5617634657,308,96,100,339,296
06/13/2041,MTLR ,31153,8118361751,343,228,150,341,213
06/14/2041,MTLR ,45002,5044888728,218,184,168,199,313
06/15/2041,MTLR ,61470,8529097372,218,246,123,240,286
06/16/2041,MTLR ,27138,5106535970,77,346,120,270,207
06/17/2041,MTLR ,59433,6403711771,318,292,158,270,132
06/18/2041,MTLR ,60222,6721297586,211,247,112,288,342
06/19/2041,MTLR ,40207,8264411308,214,225,96,222,228
06/20/2041,MTLR ,87173,7574150182,349,329,135,387,328
06/21/2041,MTLR ,25723,1516945427,73,147,151,210,280
06/22/2041,MTLR ,27079,8389162809,198,274,87,328,97
06/23/2041,MTLR ,20230,1748991747,246,175,99,238,394
06/24/2041,MTLR ,94853,9876513493,84,328,104,351,215
06/25/2041,MTLR ,57728,8864806899,74,166,115,364,118
06/26/2041,MTLR ,10759,4339193953,343,160,111,221,286
06/27/2041,MTLR ,38294,6478395124,346,193,174,311,193
06/28/2041,MTLR ,21747,8525996656,115,183,65,204,385
06/29/2041,MTLR ,36135,1997428515,89,295,101,278,118
06/30/2041,MTLR ,71358,6630725479,311,277,82,226,293
07/01/2041,MTLR ,15734,7752506662,169,163,152,364,85
07/02/2041,MTLR ,35560,6531011201,294,75,184,274,162
07/03/2041,MTLR ,50608,2310161154,323,253,166,292,271
07/04/2041,MTLR ,43855,7027029823,251,257,128,323,120
07/05/2041,MTLR ,90291,2565378183,348,324,62,322,154
07/06/2041,MTLR ,25775,1281730027,186,296,138,381,367
07/07/2041,MTLR ,91048,9870481297,312,214,150,264,371
07/08/2041,MTLR ,43746,4831497557,341,341,75,201,137
07/09/2041,MTLR ,58774,8194425190,159,227,138,259,181
07/10/2041,MTLR ,11508,4845515636,254,249,94,241,254
07/11/2041,MTLR ,79595,1971400887,349,211,142,340,361
07/12/2041,MTLR ,95833,5949784044,190,174,84,394,296
07/13/2041,MTLR ,89278,1693114499,198,99,71,395,196
07/14/2041,MTLR ,60524,6701694634,130,241,159,262,212
07/15/2041,MTLR ,74353,8901072446,102,323,80,333,157
07/16/2041,MTLR ,89528,8766009577,284,112,126,370,167
